sample_date,state,location_type,water_source,season,ph,turbidity_ntu,tds_mg_l,dissolved_oxygen_mg_l,bod_mg_l,fecal_coliform_mpn,total_coliform_mpn,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,hardness_mg_l,temperature_c,arsenic_ug_l,iron_mg_l,population_served,sanitation_access_percent,cholera_outbreak,typhoid_outbreak,dysentery_outbreak,hepatitis_a_outbreak,overall_outbreak
2024-12-25,Meghalaya,Urban,Pond,Pre-Monsoon,8.48,1.8,173.8,0.5,19.21,303.6,891.4,2.53,0.655,13.8,91.9,24.3,29.99,0.149,100,80,1,1,1,1,1
2024-01-27,Sikkim,Rural,River,Monsoon,4.58,3.25,358.8,3.9,1.25,95.4,252.5,13.16,0.47,7.0,25.1,25.6,10.15,1.976,200,20,1,1,1,1,1
2024-07-30,Sikkim,Rural,Spring,Monsoon,5.91,9.04,500.5,7.25,0.5,150.3,371.4,7.32,0.442,151.3,13.4,25.2,9.79,0.52,1000,60,1,1,0,1,1
2023-12-21,Assam,Urban,River,Pre-Monsoon,6.32,16.61,175.3,7.89,3.32,0.5,1.1,20.43,0.074,7.1,10.0,26.5,0.32,1.301,500,80,0,0,0,0,0
2023-03-23,Tripura,Rural,Stream,Winter,6.49,27.05,609.7,6.22,1.93,82.3,213.4,29.96,0.549,45.1,36.0,21.3,3.4,0.057,200,40,0,1,1,1,1
2023-08-11,Meghalaya,Rural,River,Monsoon,7.69,68.36,374.7,7.36,0.55,1.6,2.8,7.46,1.493,63.8,95.9,26.1,16.17,0.181,2000,40,0,0,1,1,1
2024-12-08,Assam,Rural,River,Monsoon,7.35,2.01,188.9,4.92,0.69,72.0,161.5,9.84,1.044,41.2,54.8,25.1,24.16,1.172,100,60,0,0,0,1,1
2023-09-23,Assam,Rural,Stream,Pre-Monsoon,7.55,9.52,202.0,8.89,1.12,28.2,68.3,29.94,0.201,1.0,127.9,33.2,13.08,1.211,200,60,0,0,0,0,0
2023-04-02,Nagaland,Rural,Well,Monsoon,5.53,7.43,50.0,3.61,1.89,52.0,104.0,5.6,1.073,1.0,127.8,25.6,10.87,0.096,50,20,1,1,0,0,1
2023-01-04,Tripura,Rural,Rainwater,Monsoon,6.56,40.19,332.3,6.15,1.11,108.5,293.4,17.49,0.021,51.5,116.4,24.6,6.86,0.524,100,80,1,1,1,1,1
2023-06-02,Assam,Rural,Hand Pump,Monsoon,5.66,0.26,192.3,6.39,3.17,61.0,157.3,7.78,0.721,27.0,10.0,24.6,1.9,0.774,100,80,1,1,0,0,1
2023-12-04,Assam,Rural,Stream,Monsoon,6.01,9.19,456.1,8.64,7.75,2.1,3.2,85.4,0.203,1.0,10.0,23.5,1.46,1.242,100,20,0,0,0,0,0
2023-09-24,Arunachal Pradesh,Rural,Well,Post-Monsoon,5.44,2.8,559.4,6.39,2.1,1.5,3.4,5.26,1.197,24.8,37.1,29.7,2.97,0.177,2000,40,0,0,0,0,0
2023-09-24,Assam,Rural,Spring,Winter,6.31,1.31,300.0,5.96,1.42,140.3,269.1,72.13,0.334,74.1,182.5,14.4,14.01,0.485,1000,40,0,1,0,0,1
2023-10-06,Assam,Rural,Stream,Winter,8.04,3.31,426.1,8.8,1.17,22.1,50.5,19.94,1.192,1.0,79.9,13.6,2.26,2.785,50,40,0,0,0,0,0
2024-03-30,Tripura,Rural,River,Pre-Monsoon,7.66,27.35,193.0,5.72,7.92,71.1,194.4,26.16,0.013,1.0,10.0,28.2,7.59,1.894,100,40,0,1,0,1,1
2024-02-16,Sikkim,Rural,Well,Monsoon,7.02,23.36,257.2,7.96,3.93,19.1,52.8,59.0,1.202,35.9,126.2,23.8,4.3,1.176,100,80,0,0,0,0,0
2024-04-30,Assam,Rural,Spring,Post-Monsoon,7.27,1.21,471.0,10.52,2.46,63.8,120.2,11.92,0.01,1.0,18.0,31.0,4.36,1.962,100,40,0,0,0,0,0
2024-12-04,Manipur,Rural,Rainwater,Post-Monsoon,6.52,7.14,510.0,7.14,0.74,89.5,173.7,24.56,1.009,80.7,117.4,26.3,25.3,0.254,100,100,0,0,0,0,0
2023-04-24,Manipur,Rural,Well,Monsoon,6.5,19.42,639.1,3.0,3.74,82.6,139.7,24.59,0.424,27.8,65.3,24.9,7.05,0.038,500,60,0,1,0,1,1
2023-02-02,Assam,Rural,Stream,Pre-Monsoon,6.94,10.87,409.9,10.22,1.29,11.8,30.5,13.43,0.086,1.0,158.4,23.7,8.99,0.149,50,100,0,0,0,0,0
2023-03-17,Manipur,Rural,Hand Pump,Post-Monsoon,6.72,0.79,394.0,7.24,0.98,18.7,42.9,17.5,0.121,62.0,187.1,33.7,2.46,1.983,100,20,0,0,0,0,0
2024-05-25,Meghalaya,Rural,Spring,Monsoon,6.25,24.7,366.6,6.88,2.6,145.6,432.0,14.09,0.178,1.0,152.7,27.1,6.74,0.213,50,60,1,1,1,1,1
2023-05-04,Nagaland,Rural,River,Monsoon,6.52,78.69,444.5,3.73,0.56,29.7,46.2,11.68,0.725,60.9,63.1,30.8,29.68,2.72,1000,60,0,0,0,0,0
2023-02-24,Nagaland,Urban,Spring,Pre-Monsoon,4.5,1.49,234.7,8.17,5.17,20.2,43.4,10.36,0.069,1.0,55.4,19.3,9.84,0.044,500,40,0,0,0,0,0
2023-09-11,Tripura,Rural,Well,Post-Monsoon,6.77,12.96,518.0,7.6,1.43,124.4,229.8,30.14,0.28,8.4,56.9,26.9,2.79,0.756,50,60,0,0,0,0,0
2024-03-07,Assam,Rural,Well,Pre-Monsoon,5.37,7.43,566.8,9.15,3.48,0.6,1.5,24.68,1.476,43.3,49.8,34.1,1.85,0.348,100,20,0,0,0,0,0
2023-10-09,Mizoram,Urban,Spring,Pre-Monsoon,7.7,9.9,232.8,6.3,10.19,22.4,49.7,3.93,0.01,80.7,118.3,25.2,18.69,0.543,500,60,0,0,0,0,0
2024-09-14,Meghalaya,Rural,Stream,Monsoon,6.7,36.55,338.3,9.7,6.12,60.1,157.3,6.71,0.204,60.6,105.9,25.0,6.5,0.4,100,60,0,0,0,1,1
2023-01-28,Assam,Rural,River,Post-Monsoon,6.7,2.56,439.6,7.44,2.8,288.5,786.1,18.0,0.373,44.7,23.1,28.6,0.09,3.105,50,80,1,0,1,1,1
2023-07-08,Assam,Rural,Stream,Monsoon,6.83,101.2,113.3,9.51,4.14,7.1,15.9,14.47,0.051,51.1,76.0,23.9,0.21,0.035,200,20,0,0,0,0,0
2023-09-06,Nagaland,Rural,Rainwater,Monsoon,5.54,0.59,235.5,7.96,2.19,342.3,736.6,30.17,0.31,1.0,140.7,22.8,0.48,0.337,100,40,1,1,1,1,1
2023-05-11,Manipur,Rural,Hand Pump,Pre-Monsoon,6.44,7.86,581.3,4.39,4.77,23.3,48.8,28.51,3.005,37.2,28.3,30.0,6.98,0.512,200,60,0,0,0,0,0
2024-09-09,Assam,Urban,Hand Pump,Winter,5.62,8.67,825.4,6.34,6.56,37.4,56.6,1.13,0.065,57.5,187.9,18.7,10.17,0.841,2000,40,0,0,0,0,0
2023-07-29,Tripura,Rural,Well,Pre-Monsoon,6.18,4.08,432.1,6.13,2.4,10.7,18.3,15.97,0.945,9.2,49.5,24.0,33.86,1.519,100,80,0,0,0,0,0
2023-04-14,Assam,Rural,Hand Pump,Monsoon,6.04,3.64,396.0,6.36,1.32,149.1,385.9,18.98,0.151,92.9,102.1,19.3,14.68,0.725,100,20,1,1,1,1,1
2024-08-29,Nagaland,Rural,Spring,Pre-Monsoon,6.33,5.2,488.8,8.02,4.56,54.3,153.1,17.97,1.268,20.0,153.1,28.8,16.77,0.372,50,60,0,0,0,0,0
2024-06-07,Assam,Rural,Spring,Post-Monsoon,6.65,16.0,595.9,6.37,2.81,10.3,24.0,15.47,0.65,20.3,87.9,30.2,12.02,0.036,100,40,0,0,0,0,0
2023-07-06,Manipur,Rural,Stream,Pre-Monsoon,8.01,4.15,532.0,10.63,5.07,84.5,167.3,15.54,0.915,46.9,102.3,29.5,9.6,0.14,500,80,0,0,0,0,0
2023-02-04,Meghalaya,Rural,Pond,Monsoon,6.41,150.0,695.8,3.79,0.5,78.3,128.6,34.66,0.697,1.0,67.7,21.3,2.14,0.203,200,60,1,1,1,1,1
2024-02-21,Arunachal Pradesh,Rural,Stream,Pre-Monsoon,5.64,5.26,77.5,7.82,5.15,11.4,18.3,7.55,0.995,4.7,176.4,28.7,18.4,0.06,50,100,0,0,0,0,0
2024-05-03,Assam,Rural,Well,Monsoon,5.89,18.55,629.0,5.9,0.96,0.7,1.6,11.25,0.522,7.2,96.5,28.7,55.77,0.065,200,20,0,0,0,1,1
2024-08-02,Meghalaya,Rural,Well,Winter,7.0,9.41,475.5,3.53,8.76,93.8,144.1,17.95,0.327,70.9,70.5,14.2,1.43,1.13,2000,60,0,0,0,0,0
2024-02-07,Assam,Rural,Well,Monsoon,5.63,7.88,436.7,7.89,1.08,39.3,75.5,29.7,0.566,1.0,131.4,23.2,27.49,0.917,100,80,0,0,0,0,0
2024-09-05,Arunachal Pradesh,Rural,River,Monsoon,6.52,30.43,140.4,4.8,0.91,65.5,127.0,57.66,0.222,1.0,136.3,24.7,1.69,0.461,1000,60,0,1,0,1,1
2024-04-18,Arunachal Pradesh,Rural,River,Monsoon,6.66,40.33,505.9,7.23,1.56,56.7,149.0,18.45,0.622,37.4,83.9,26.2,1.19,0.542,50,60,0,0,0,0,0
2024-01-17,Assam,Rural,Stream,Monsoon,6.61,89.09,192.5,8.97,4.08,196.3,567.4,19.4,0.312,1.0,64.8,26.5,6.11,0.967,100,60,1,1,1,1,1
2023-04-17,Nagaland,Rural,Well,Post-Monsoon,5.69,16.07,458.1,6.98,0.91,8.9,18.4,15.88,0.08,1.9,93.8,27.2,13.42,0.341,2000,60,0,0,0,0,0
2023-07-28,Mizoram,Rural,Pond,Pre-Monsoon,7.85,15.7,627.1,4.67,1.17,328.5,867.5,11.31,0.861,40.2,147.0,30.5,9.04,0.588,100,80,1,1,0,0,1
2024-04-04,Tripura,Rural,River,Pre-Monsoon,8.96,14.35,690.2,5.27,0.51,43.0,93.0,17.6,0.183,1.0,52.4,30.2,13.98,0.118,50,60,0,0,0,0,0
2024-07-26,Tripura,Rural,Stream,Monsoon,5.6,10.93,595.1,8.99,0.77,798.2,1250.7,5.46,0.376,24.2,156.6,22.8,7.34,1.851,200,80,1,0,1,1,1
2024-11-14,Assam,Rural,Well,Pre-Monsoon,5.79,1.53,437.7,1.52,1.04,57.1,99.6,6.01,0.803,1.0,14.7,29.7,5.51,3.281,5000,40,0,0,0,0,0
2024-05-05,Assam,Rural,River,Post-Monsoon,7.96,0.43,50.0,10.5,1.53,12.7,36.4,43.57,0.199,1.0,116.6,24.6,4.48,1.437,1000,20,0,0,0,0,0
2024-02-23,Arunachal Pradesh,Rural,Rainwater,Monsoon,6.48,0.22,261.9,8.73,1.39,342.1,907.1,11.72,0.157,67.5,18.0,21.0,1.6,0.556,2000,20,1,1,1,1,1
2023-07-01,Arunachal Pradesh,Rural,Spring,Monsoon,7.56,11.88,318.4,9.09,0.85,292.4,871.3,13.94,0.047,1.0,146.4,28.7,23.21,0.398,100,100,1,1,1,1,1
2023-12-18,Nagaland,Rural,Pond,Pre-Monsoon,7.24,15.6,372.1,6.62,1.18,176.4,279.2,14.43,0.103,65.5,101.8,26.8,1.13,0.366,500,40,0,1,1,1,1
2024-03-06,Meghalaya,Rural,Stream,Winter,6.52,10.98,216.0,8.09,1.59,4.5,10.4,13.65,0.118,1.0,85.6,16.9,2.89,0.803,100,80,0,0,0,0,0
2024-09-22,Meghalaya,Rural,Stream,Pre-Monsoon,7.72,16.23,200.5,5.35,1.9,65.0,107.2,18.88,1.447,1.0,56.3,26.9,0.48,0.146,500,40,0,1,0,1,1
2023-04-01,Manipur,Rural,Stream,Post-Monsoon,7.61,1.28,344.5,8.08,0.5,82.7,246.0,9.3,1.024,1.0,170.2,25.4,2.49,0.326,50,60,0,0,0,0,0
2024-11-17,Arunachal Pradesh,Rural,Pond,Winter,8.76,19.9,206.2,5.6,0.63,149.0,285.6,8.03,0.949,6.8,91.6,21.2,2.11,0.43,50,100,1,1,0,0,1
2023-06-05,Arunachal Pradesh,Rural,Stream,Monsoon,7.66,26.21,161.8,6.88,1.3,13.5,31.8,15.59,0.124,1.0,128.6,24.5,0.86,0.748,500,60,0,0,0,0,0
2024-07-07,Mizoram,Rural,Hand Pump,Pre-Monsoon,6.5,1.93,433.3,6.76,1.08,9.2,20.1,15.87,0.499,37.9,119.3,25.1,14.69,1.088,500,20,0,0,0,0,0
2024-04-22,Nagaland,Urban,Spring,Post-Monsoon,6.21,3.53,432.0,7.38,4.52,21.5,59.3,2.15,0.414,47.3,164.1,21.1,0.17,1.595,1000,60,0,0,0,0,0
2024-05-12,Assam,Rural,Pond,Pre-Monsoon,5.47,10.06,623.1,4.09,0.5,101.7,194.7,26.87,0.633,17.0,67.7,26.5,9.5,0.806,50,80,1,1,0,0,1
2024-03-20,Assam,Urban,River,Pre-Monsoon,6.07,10.33,245.3,7.52,4.79,12.6,29.5,16.5,0.272,2.4,99.9,30.2,1.63,0.561,200,60,0,0,0,0,0
2024-11-03,Arunachal Pradesh,Rural,Stream,Post-Monsoon,7.2,15.85,226.7,4.62,1.59,60.1,119.3,19.24,0.222,24.0,92.0,24.6,12.86,0.733,200,80,0,0,0,0,0
2024-02-07,Nagaland,Rural,River,Post-Monsoon,6.45,6.01,115.4,4.09,3.64,26.2,50.7,30.05,1.261,48.6,43.4,20.8,2.36,1.017,50,100,0,0,0,0,0
2023-04-19,Assam,Rural,Spring,Pre-Monsoon,6.95,7.29,327.0,6.79,2.13,65.9,158.1,25.97,0.042,71.6,78.9,22.8,10.12,0.788,1000,20,0,0,0,1,1
2024-06-22,Assam,Rural,Stream,Monsoon,5.29,64.04,517.4,6.43,1.26,77.3,168.8,14.83,1.522,16.6,66.8,20.9,7.53,1.098,2000,20,1,1,1,1,1
2023-04-08,Nagaland,Rural,River,Pre-Monsoon,6.03,16.73,316.1,3.43,0.94,0.5,1.0,6.62,0.769,38.2,19.7,23.6,27.08,0.799,2000,40,0,0,0,0,0
2024-11-04,Assam,Rural,Well,Monsoon,6.78,1.04,457.8,7.07,6.74,128.3,290.3,9.15,0.348,60.7,114.2,26.2,10.36,0.081,50,100,1,0,0,0,1
2024-08-29,Assam,Rural,Stream,Monsoon,4.5,93.73,620.9,8.73,1.99,31.3,88.2,15.06,0.764,82.5,212.8,24.8,6.33,0.293,50,60,0,0,0,0,0
2024-02-19,Tripura,Rural,Spring,Post-Monsoon,6.5,11.96,740.9,7.94,2.87,79.0,123.2,22.32,0.502,1.0,48.0,27.2,11.72,0.607,1000,20,0,0,0,0,0
2024-11-25,Manipur,Rural,Stream,Pre-Monsoon,7.24,4.44,299.5,6.34,0.5,0.6,1.8,74.6,0.195,58.5,107.1,23.7,0.98,0.951,500,100,0,0,0,0,0
2023-05-25,Nagaland,Rural,Spring,Post-Monsoon,6.53,1.92,419.9,8.91,1.14,42.0,122.5,14.29,0.347,47.0,141.1,29.5,6.08,0.337,200,40,0,0,0,0,0
2024-05-20,Assam,Rural,River,Monsoon,6.22,0.91,83.7,6.6,0.64,201.0,392.3,28.66,0.817,106.7,86.0,24.1,1.42,0.886,1000,20,1,1,1,1,1
2023-04-10,Manipur,Rural,Well,Winter,5.82,1.67,365.7,7.16,0.5,22.4,36.4,5.48,0.75,42.7,10.0,14.5,19.35,1.869,100,40,0,0,0,0,0
2023-05-31,Assam,Rural,Stream,Pre-Monsoon,7.98,34.93,458.6,3.96,6.6,234.8,417.6,11.53,0.378,76.0,66.3,27.8,37.8,0.253,100,100,0,1,1,1,1
2024-01-05,Meghalaya,Rural,Hand Pump,Pre-Monsoon,6.56,9.69,565.5,7.04,5.01,75.1,223.6,69.08,1.363,65.3,135.5,22.6,6.81,2.054,200,60,0,0,0,0,0
2023-07-04,Manipur,Rural,River,Monsoon,5.52,13.18,438.4,4.77,1.6,63.2,170.7,54.53,0.171,13.9,89.0,28.6,8.77,0.027,100,20,1,1,0,1,1
2023-12-23,Nagaland,Rural,Spring,Pre-Monsoon,6.94,7.59,138.9,6.65,1.0,51.9,152.6,5.34,0.315,52.2,76.5,24.3,2.72,1.168,1000,80,0,0,0,0,0
2024-10-02,Mizoram,Rural,Pond,Monsoon,7.52,54.84,353.7,5.17,6.12,179.6,414.7,20.84,0.229,25.6,118.0,25.7,7.29,0.701,200,80,1,1,1,1,1
2023-02-05,Nagaland,Rural,Stream,Post-Monsoon,6.19,0.42,527.4,5.55,1.25,2.4,4.0,6.91,0.237,27.4,150.8,26.1,6.1,1.959,50,20,0,0,0,0,0
2024-09-03,Tripura,Rural,River,Post-Monsoon,7.13,1.21,167.5,8.44,5.39,74.1,213.9,63.27,0.334,5.7,41.7,22.1,13.21,0.115,100,60,0,0,0,0,0
2024-08-11,Assam,Rural,River,Monsoon,6.47,36.06,298.4,4.9,1.13,109.3,287.0,17.39,0.148,86.8,146.0,22.9,3.3,0.496,1000,20,1,1,1,1,1
2023-06-07,Meghalaya,Rural,Well,Pre-Monsoon,7.7,3.75,358.5,6.95,2.16,4.9,10.5,20.13,1.01,39.6,132.2,27.1,1.1,0.996,1000,60,0,0,0,0,0
2024-02-01,Assam,Rural,River,Monsoon,7.62,1.85,513.7,7.09,4.14,73.1,121.0,11.34,0.985,1.0,98.3,25.4,12.68,0.198,2000,20,0,1,0,1,1
2024-08-03,Assam,Rural,Rainwater,Pre-Monsoon,6.22,9.27,368.1,6.19,3.09,35.6,106.5,14.26,1.044,19.6,66.0,29.1,3.37,0.219,1000,60,0,0,0,0,0
2023-12-27,Sikkim,Rural,River,Winter,6.47,4.02,443.3,6.16,2.76,85.4,190.9,27.64,0.218,87.0,84.2,19.9,8.55,0.356,500,60,0,0,0,0,0
2023-09-03,Meghalaya,Rural,Spring,Winter,6.5,1.38,158.4,7.08,2.82,80.6,223.9,6.96,0.699,17.8,179.3,23.2,11.26,0.503,500,80,0,0,0,0,0
2024-07-31,Arunachal Pradesh,Rural,Spring,Monsoon,6.21,1.81,557.3,8.73,1.68,1.2,2.6,47.45,1.082,101.2,10.0,28.4,4.27,0.01,100,60,0,0,0,0,0
2024-11-04,Nagaland,Rural,River,Monsoon,6.6,2.05,594.3,5.79,1.8,43.5,117.4,8.35,1.266,28.7,131.1,24.6,3.24,0.309,100,60,0,0,0,0,0
2024-02-01,Mizoram,Rural,Spring,Post-Monsoon,6.84,6.58,536.8,9.04,4.17,50.3,103.4,26.11,0.635,37.6,52.3,24.4,2.35,1.653,2000,80,0,0,0,0,0
2023-03-14,Tripura,Rural,Hand Pump,Pre-Monsoon,6.85,0.41,409.7,1.03,0.61,26.1,55.9,7.65,1.508,1.0,68.7,25.3,12.46,1.3,200,40,0,0,0,0,0
2023-04-11,Nagaland,Rural,Hand Pump,Pre-Monsoon,6.32,2.62,561.9,7.63,2.24,55.3,128.9,5.75,0.444,1.0,76.2,28.9,0.03,1.342,50,60,0,0,0,0,0
2024-10-29,Tripura,Rural,Spring,Post-Monsoon,6.79,3.94,311.4,8.18,0.5,5.3,13.5,17.41,0.516,18.1,10.0,25.6,4.73,0.22,200,100,0,0,0,0,0
2023-03-29,Assam,Rural,Well,Monsoon,5.91,4.84,353.9,7.55,0.75,105.4,165.3,30.98,0.031,15.9,125.5,25.3,13.53,0.65,100,40,1,1,0,1,1
2023-04-17,Manipur,Rural,Well,Monsoon,5.32,55.65,124.8,5.84,2.51,131.7,203.6,10.61,0.065,1.9,94.0,24.7,21.38,0.671,50,40,1,1,1,1,1
2023-02-05,Assam,Rural,River,Pre-Monsoon,5.26,2.86,196.4,4.55,1.79,41.1,73.2,10.32,0.665,14.2,188.9,35.0,12.85,1.254,100,80,0,0,0,0,0
2023-06-30,Assam,Rural,Stream,Monsoon,5.2,66.41,576.0,7.37,0.68,88.6,175.3,10.91,0.656,59.0,10.0,25.5,0.4,0.012,100,100,1,1,0,1,1
2023-07-26,Nagaland,Rural,River,Pre-Monsoon,7.21,1.91,320.5,6.72,0.98,0.9,1.5,28.07,0.276,1.0,94.4,27.7,18.81,1.466,200,100,0,0,0,0,0
2024-04-25,Assam,Rural,River,Pre-Monsoon,7.99,7.34,276.5,6.34,1.3,95.0,216.3,5.38,0.366,1.0,37.2,26.7,6.56,0.048,100,80,0,0,0,1,1
2024-02-17,Arunachal Pradesh,Urban,Hand Pump,Monsoon,5.96,30.11,526.3,6.25,7.07,61.3,107.8,0.42,0.857,1.0,53.5,27.3,5.14,4.209,500,80,0,1,0,1,1
2023-01-21,Sikkim,Rural,Spring,Monsoon,6.44,2.19,604.9,9.57,1.84,117.2,324.0,30.41,0.093,27.5,84.4,21.8,20.02,0.205,100,100,1,1,0,0,1
2023-02-12,Arunachal Pradesh,Rural,Hand Pump,Post-Monsoon,5.88,0.89,196.9,10.17,1.19,8.1,23.2,8.49,0.087,14.7,132.3,30.2,15.38,0.694,1000,60,0,0,0,0,0
2023-07-09,Meghalaya,Urban,Hand Pump,Post-Monsoon,6.52,8.73,151.2,6.9,12.78,64.0,163.2,18.85,0.241,106.6,110.2,24.7,14.11,0.011,1000,40,0,0,0,0,0
2023-11-25,Assam,Urban,Stream,Pre-Monsoon,5.49,33.93,360.6,7.96,0.5,37.8,95.1,17.88,0.287,19.3,135.1,29.8,4.28,0.715,50,80,0,0,0,0,0
2024-12-04,Arunachal Pradesh,Rural,Stream,Monsoon,6.85,49.79,312.4,8.14,0.5,120.3,312.2,24.67,0.247,24.1,72.2,23.5,11.46,0.518,100,20,1,1,1,1,1
2024-02-11,Meghalaya,Rural,Hand Pump,Pre-Monsoon,6.83,0.72,498.9,1.29,0.5,47.9,85.6,9.08,0.905,14.3,72.1,24.9,2.75,0.938,1000,40,0,0,0,0,0
2023-05-25,Sikkim,Rural,River,Monsoon,7.8,84.24,395.3,4.59,0.5,59.6,161.5,28.4,0.775,82.4,54.2,25.2,1.7,1.219,50,60,0,0,0,0,0
2023-05-17,Sikkim,Rural,Well,Winter,5.92,8.23,502.9,2.13,0.5,10.9,16.9,16.53,0.353,1.0,76.4,20.0,22.12,0.292,200,20,0,0,0,0,0
2024-10-23,Arunachal Pradesh,Rural,Stream,Post-Monsoon,6.66,6.22,405.4,7.23,1.94,17.4,37.1,40.34,0.285,6.3,98.9,28.6,20.92,0.252,100,80,0,0,0,0,0
2023-08-01,Assam,Rural,Hand Pump,Monsoon,6.91,29.83,665.8,4.85,0.5,61.0,180.0,18.04,0.018,76.0,110.6,28.2,4.22,0.01,50,40,1,1,0,1,1
2023-02-14,Meghalaya,Rural,Rainwater,Monsoon,6.76,18.58,362.3,5.98,0.5,90.9,168.0,13.81,0.296,60.9,152.2,26.6,2.27,1.057,50,100,0,0,0,1,1
2023-08-07,Arunachal Pradesh,Rural,Spring,Winter,6.81,0.14,272.0,8.81,0.7,34.0,93.3,38.74,0.01,1.0,81.4,17.0,6.38,3.222,50,60,0,0,0,0,0
2023-11-05,Meghalaya,Rural,River,Monsoon,5.79,24.94,207.4,4.51,1.16,120.7,264.1,7.41,2.848,40.2,70.2,27.8,1.91,0.195,200,20,1,1,1,1,1
2023-11-30,Assam,Rural,River,Winter,7.66,0.76,192.2,3.29,0.58,71.3,107.1,22.4,0.424,1.0,95.0,14.9,5.04,0.661,1000,80,0,0,0,0,0
2024-10-16,Tripura,Rural,River,Winter,6.51,9.77,558.1,3.78,4.11,6.5,9.8,24.9,0.631,1.0,42.8,17.3,1.75,0.067,200,60,0,0,0,0,0
2023-12-21,Arunachal Pradesh,Rural,Well,Monsoon,6.5,19.3,404.1,9.01,2.57,121.5,203.5,6.23,0.607,55.7,114.8,26.3,0.19,0.939,100,80,1,1,1,0,1
2024-07-08,Manipur,Rural,Stream,Pre-Monsoon,7.41,15.08,74.4,5.98,3.47,190.7,331.2,14.73,0.794,1.0,144.9,28.3,0.22,0.077,100,60,0,1,0,1,1
2023-11-09,Nagaland,Rural,River,Pre-Monsoon,6.92,3.5,207.3,6.12,0.5,55.4,86.4,5.13,0.159,1.0,51.0,24.2,1.81,1.49,200,60,0,0,0,0,0
2024-09-30,Assam,Urban,Hand Pump,Pre-Monsoon,6.78,0.1,507.5,5.29,6.67,42.3,65.2,2.38,0.72,64.6,28.2,24.8,14.69,0.153,2000,60,0,0,0,0,0
2023-12-09,Nagaland,Rural,Stream,Monsoon,6.14,2.86,145.3,9.19,0.83,58.6,135.9,15.85,0.576,26.9,90.7,25.5,6.34,0.123,200,40,0,1,0,0,1
2024-03-19,Sikkim,Rural,Hand Pump,Pre-Monsoon,6.49,1.88,423.8,7.39,1.45,28.8,63.3,5.21,1.565,42.6,82.9,30.5,0.75,2.007,200,80,0,0,0,0,0
2023-03-06,Assam,Rural,Stream,Monsoon,5.22,91.87,232.7,8.2,0.6,127.2,327.9,63.54,0.095,1.0,135.7,23.0,27.61,0.487,200,80,1,1,0,1,1
2023-08-13,Tripura,Rural,Stream,Monsoon,5.66,21.28,390.8,6.73,0.65,53.6,138.9,9.27,1.365,62.3,165.0,25.6,2.25,0.938,200,40,1,1,0,1,1
2024-12-14,Arunachal Pradesh,Rural,Spring,Pre-Monsoon,6.51,1.65,492.8,5.14,4.02,56.7,130.5,5.38,0.582,15.9,133.4,20.6,3.7,0.332,200,40,0,0,0,0,0
2023-04-19,Manipur,Rural,Stream,Monsoon,4.99,28.78,551.3,9.64,0.96,105.4,293.4,15.41,0.705,19.8,48.5,24.8,3.43,1.894,100,80,1,1,1,1,1
2023-12-14,Manipur,Rural,Pond,Monsoon,6.95,8.32,133.0,6.44,0.91,245.4,413.7,14.65,0.321,86.1,120.8,22.1,42.9,0.394,2000,60,1,1,1,1,1
2023-05-02,Manipur,Rural,River,Winter,8.5,0.46,50.0,6.12,3.26,94.7,202.3,8.3,0.134,53.4,114.7,13.1,1.87,0.323,500,80,0,0,0,0,0
2024-04-09,Meghalaya,Rural,River,Monsoon,5.93,14.11,368.3,5.44,7.73,55.0,113.5,5.12,0.204,1.0,144.2,25.9,11.63,0.215,50,80,0,0,0,0,0
2023-07-13,Assam,Rural,Stream,Winter,6.84,20.28,264.6,5.99,5.0,4.9,7.7,5.75,0.091,29.6,37.7,17.4,13.44,0.556,50,80,0,0,0,0,0
2024-11-10,Mizoram,Rural,River,Monsoon,5.73,20.58,416.8,6.01,2.36,70.7,135.5,8.12,0.554,10.2,71.5,24.0,21.41,0.839,500,60,0,1,0,1,1
2023-03-23,Mizoram,Rural,Hand Pump,Monsoon,5.78,13.17,455.7,5.48,0.5,35.9,63.9,12.86,1.054,13.2,114.1,25.9,16.06,0.087,2000,60,0,0,0,0,0
2024-03-18,Arunachal Pradesh,Rural,Stream,Monsoon,6.32,7.42,319.6,10.9,0.58,203.9,596.3,20.87,0.126,43.4,129.2,23.1,7.47,0.179,1000,80,1,0,1,1,1
2024-06-19,Arunachal Pradesh,Urban,Stream,Pre-Monsoon,6.79,22.09,475.9,9.16,2.51,46.4,89.8,8.11,0.209,24.9,157.6,31.1,2.79,2.351,100,40,0,0,0,0,0
2024-12-03,Tripura,Rural,Stream,Pre-Monsoon,6.63,4.47,127.1,7.44,0.5,4.3,11.5,13.44,0.13,1.0,103.0,28.1,1.82,1.018,100,80,0,0,0,0,0
2023-09-10,Tripura,Urban,River,Winter,6.59,37.87,359.4,7.26,3.92,3.5,6.6,0.45,0.097,39.3,222.3,17.2,3.56,0.309,100,20,0,0,0,0,0
2023-03-24,Mizoram,Rural,Stream,Post-Monsoon,5.82,2.73,556.2,5.81,2.65,35.7,63.2,26.18,0.899,44.7,143.0,28.2,11.75,0.743,50,60,0,0,0,0,0
